"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2015-01-20",4020,"VICUÑA MACKENNA","Córdoba","Nacional","2014","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2008","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2014-01-07",1041,"BENITO JUAREZ","Buenos Aires","Nacional","2014","94","TRACTOR C/CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","BENITO JUAREZ","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2018-02-05",1110,"SAN ANDRES DE GILES","Buenos Aires","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","CA","460S36 AT-","1","Privado","Física","SAN ANDRES DE GILES","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-03","2016-03-10",1119,"MORON Nº 03","Buenos Aires","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","EL PALOMAR-MORON","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2013-09-16",1041,"BENITO JUAREZ","Buenos Aires","Nacional","2013","94","TRAC./N CABINA DORMIT.","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","BENITO JUAREZ","BUENOS AIRES","No identificado","1962","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2021-02-10",14011,"PUERTO IGUAZU","Misiones","Nacional","2021","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","BV","490S44T AT","0","Oficial","Física","IRIGOYEN","MISIONES","Masculino","1990","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2018-06-22",1278,"ZARATE Nº 3","Buenos Aires","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","DX","170E30TLA21","1","Privado","Física","ZARATE","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-17","2018-08-29",17006,"SALTA Nº 2","Salta","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BS","170E28 MLL","1","Privado","Física","","SALTA","No identificado","1951","ARGENTINA",100,"66","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2017-10-24",1056,"MAGDALENA","Buenos Aires","Nacional","2017","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BS","170E28 MLL","1","Privado","Física","VERÓNICA","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2017-05-05",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","2017","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BS","170E28 MLL","1","Privado","Física","ARROYO SECO","SANTA FE","Masculino","1964","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-06","2019-11-28",1312,"BAHIA BLANCA Nº 7","Buenos Aires","Nacional","2019","93","CHASIS CON CABINA DORMITORIO","67","IVECO","CJ","180C33 MLL","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2008","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2016-10-21",21051,"RAFAELA Nº 3","Santa Fe","Nacional","2016","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","FS","695 VERSION 1735 51","1","Privado","Jurídica","RAFAELA","SANTA FE","No aplica","2003","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2019-05-02",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","2019","93","CHASIS CON CABINA DORMITORIO","67","IVECO","CE","200S36 C9","1","Privado","Física","ARROYO SECO","SANTA FE","Masculino","1964","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2018-01-04",7006,"PUERTO MADRYN Nº 1","Chubut","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","67","IVECO","CG","200S44N AT","1","Privado","Física","GA GAN","CHUBUT","Masculino","1969","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2018-01-04",7006,"PUERTO MADRYN Nº 1","Chubut","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","67","IVECO","CG","200S44N AT","1","Privado","Física","GA GAN","CHUBUT","Masculino","1969","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2020-03-17",1319,"LA MATANZA Nº 15","Buenos Aires","Nacional","2020","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","FS","695 VERSION 1735 51","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1990","ARGENTINA",50,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2018-05-15",4033,"VILLA MARIA Nº 1","Córdoba","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BS","170E28 MLL","1","Privado","Física","VILLA MARIA","CORDOBA","Masculino","1996","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2018-06-13",1293,"PILAR Nº 4","Buenos Aires","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","137","VOLVO","695","FH 540 4X2 T","1","Privado","Física","PRESIDENTE DERQUI","BUENOS AIRES","Masculino","1985","BOLIVIA",100,"06","BOL"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2013-05-16",21027,"VENADO TUERTO Nº 1","Santa Fe","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","384","19.320 E","1","Privado","Física","VENADO TUERTO","SANTA FE","Masculino","1988","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2018-04-24",17005,"SAN MARTIN (TARTAGAL)","Salta","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B45","AXOR 2036S","1","Privado","Jurídica","SANTA VICTORIA ESTE","SALTA","No aplica","2011","No aplica",100,"66",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2020-06-23",1290,"LA MATANZA Nº 13","Buenos Aires","Nacional","2020","92","OMNIBUS","29","MERCEDES BENZ","FL","BMO 368 VERSION 1621L55 CA","2","Público","Jurídica","SAN JUSTO","BUENOS AIRES","No aplica","1976","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2021-05-05",10007,"PERICO","Jujuy","Protocolo 21","2021","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","667","S540 A6X4","1","Privado","Jurídica","MONTERRICO","JUJUY","No aplica","2007","No aplica",100,"38",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-03","2017-03-23",10007,"PERICO","Jujuy","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","548","R440 A4X2","1","Privado","Física","PERICO","JUJUY","Masculino","1953","BOLIVIA",100,"38","BOL"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2013-08-27",19003,"SAN LUIS Nº 1","San Luis","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","452","G360 A4X2","1","Privado","Jurídica","SAN LUIS","SAN LUIS","No aplica","2002","No aplica",100,"74",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2018-04-16",17010,"SALTA Nº 6","Salta","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B46","AXOR 2041S","1","Privado","Jurídica","CAMINO A LA ISLA - SALTA","SALTA","No aplica","2010","No aplica",100,"66",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2023-01-10",2029,"CAPITAL FEDERAL Nº 029","Ciudad Autónoma de Bs.As.","Nacional","2023","92","OMNIBUS","29","MERCEDES BENZ","FL","BMO 368 VERSION 1621L55 CA","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1972","No aplica",100,"02",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2013-06-24",21010,"LAS ROSAS","Santa Fe","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","AMSTRONG","SANTA FE","No identificado","1974","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2012-09-27",13017,"MALARGÜE","Mendoza","Protocolo 21","2012","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","894","AXOR 2040 S","1","Privado","Jurídica","CIUDAD","MENDOZA","No aplica","2014","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2013-04-08",1068,"OLAVARRIA Nº 1","Buenos Aires","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","452","G360 A4X2","1","Privado","Jurídica","LOMA NEGRA","BUENOS AIRES","No aplica","1981","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2013-05-10",4013,"GENERAL CABRERA","Córdoba","Protocolo 21","2013","92","TRACTOR C/CABINA DOR","136","VOLKSWAGEN","383","17.250 E","1","Privado","Jurídica","GENERAL CABRERA","CORDOBA","No aplica","2007","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2022-07-20",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Protocolo 21","2022","92","OMNIBUS","092","MERCEDES BENZ","760","O 500 M","2","Público","Jurídica","PABLO NOGUES","BUENOS AIRES","No aplica","1988","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2017-12-04",1071,"PELLEGRINI","Buenos Aires","Importado","2007","92","TRACTOR C/CABINA DORMITORIO","299","FREIGHTLINER","029","CENTURY CLASS S/T","1","Privado","Física","PELLEGRINI","BUENOS AIRES","No identificado","1963","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2018-10-22",23014,"YERBA BUENA Nº 2","Tucumán","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","047","FORD","B05","CARGO 1729-37 CD AMT","1","Privado","Jurídica","FAMAILLA","TUCUMAN","No aplica","2014","No aplica",100,"90",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2013-05-21",13017,"MALARGÜE","Mendoza","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","449","G410 A4X2","1","Privado","Jurídica","MALARGUE","MENDOZA","No aplica","2014","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2017-04-28",1024,"CHACABUCO","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Jurídica","CHACABUCO","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2012-03-19",1022,"CORONEL SUAREZ","Buenos Aires","Protocolo 21","2012","92","TRACTOR C/CABINA DOR","120","SCANIA","313","G340 A4X2","1","Privado","Física","SAN JOSE - CORONEL SUAREZ","BUENOS AIRES","No identificado","1968","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2011-11-08",1101,"VEDIA","Buenos Aires","Protocolo 21","2011","92","TRACTOR C/CABINA DORMITORIO","112","RENAULT","669","PREMIUM 440 DXI","1","Privado","Jurídica","VEDIA","BUENOS AIRES","No aplica","2005","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2013-01-09",13017,"MALARGÜE","Mendoza","Protocolo 21","2013","92","TRACTOR C/CABINA DOR","120","SCANIA","452","G360 A4X2","1","Privado","Jurídica","CIUDAD","MENDOZA","No aplica","2014","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2016-09-30",7004,"SARMIENTO","Chubut","Protocolo 21","2016","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Jurídica","SARMIENTO","CHUBUT","No aplica","2005","No aplica",100,"26",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-10","2012-11-15",1016,"CARLOS CASARES","Buenos Aires","Protocolo 21","2012","92","TRACTOR C/CABINA DOR","137","VOLVO","437","VM310 4X2 T","1","Privado","Física","CARLOS CASARES","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2012-01-26",23011,"TUCUMAN Nº 9","Tucumán","Protocolo 21","2012","92","TRACTOR C/CABINA DORMITORIO","047","FORD","938","CARGO 1932","1","Privado","Física","FAMAILLA","TUCUMAN","Masculino","1976","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2012-06-27",1068,"OLAVARRIA Nº 1","Buenos Aires","Protocolo 21","2012","92","TRACTOR C/CABINA DOR","047","FORD","938","CARGO 1932","1","Privado","Física","OLAVARRIA","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1988-03-15",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1988","92","SIN ESPECIFICACION","29","SIN ESPECIFICACION","36","SIN ESPECIFICACION","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2018-09-19",1037,"GENERAL VILLEGAS","Buenos Aires","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","047","FORD","B06","CARGO 1729-37 CD MT","1","Privado","Física","CAÑADA SECA","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2021-02-26",4014,"HERNANDO","Córdoba","Protocolo 21","2021","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","610","R450 A6X2","1","Privado","Jurídica","HERNANDO","CORDOBA","No aplica","2013","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2018-08-07",13016,"MENDOZA Nº 10","Mendoza","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Jurídica","DORREGO","MENDOZA","No aplica","2011","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-07-21",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","92","SIN ESPECIFICACION","29","MERCEDES BENZ","36","MERCEDES 1214/45 FV","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-07-28",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","92","SIN ESPECIFICACION","29","SIN ESPECIFICACION","36","SIN ESPECIFICACION","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2018-03-22",1049,"LAS FLORES","Buenos Aires","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","547","R400 A4X2","1","Privado","Jurídica","LAS FLORES","BUENOS AIRES","No aplica","2009","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2015-09-14",4023,"MORTEROS","Córdoba","Protocolo 21","2015","92","TRACTOR C/CABINA DORMITORIO","137","VOLVO","668","FM 400 4X2 T","1","Privado","Jurídica","MORTEROS","CORDOBA","No aplica","1997","No aplica",100,"14",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-08","2013-08-23",13010,"MENDOZA Nº 04","Mendoza","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","894","AXOR 2040 S","1","Privado","Jurídica","KM. 8 - RODEO DE LA CRUZ","MENDOZA","No aplica","2008","No aplica",100,"50",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-08","2016-11-30",4019,"LA CARLOTA","Córdoba","Protocolo 21","2016","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A82","CARGO 2042","1","Privado","Jurídica","REDUCCION","CORDOBA","No aplica","2005","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2022-07-20",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Protocolo 21","2022","92","OMNIBUS","092","MERCEDES BENZ","760","O 500 M","2","Público","Jurídica","PABLO NOGUES","BUENOS AIRES","No aplica","1988","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-05-29",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","92","SIN ESPECIFICACION","29","SIN ESPECIFICACION","29","SIN ESPECIFICACION","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-06-15",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","92","SIN ESPECIFICACION","29","SIN ESPECIFICACION","36","SIN ESPECIFICACION","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2013-06-03",1068,"OLAVARRIA Nº 1","Buenos Aires","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","452","G360 A4X2","1","Privado","Jurídica","LOMA NEGRA","BUENOS AIRES","No aplica","1981","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2017-08-22",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2011-06-03",21048,"SAN LORENZO Nº 2","Santa Fe","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","120","SCANIA","292","P340 A6X2","1","Privado","Jurídica","CAPITAN BERMUDEZ","SANTA FE","No aplica","2011","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-08-24",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","92","SIN ESPECIFICACION","29","MERCEDES BENZ","36","MERCEDES 1214/45 FV","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","2017-08-22",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-21","2011-01-14",1279,"SAN PEDRO Nº 2","Buenos Aires","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","112","RENAULT","667","MIDLUM 300 DXI","1","Privado","Jurídica","SAN PEDRO","BUENOS AIRES","No aplica","1997","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2017-04-27",1212,"BAHIA BLANCA Nº 5","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A99","CARGO 1723 4X2 - CD AMT 37","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","1993","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1998-06-17",14007,"POSADAS Nº 2","Misiones","Nacional","1998","92","OMNIBUS","29","MERCEDES BENZ","96","BMO390 VERSION 1621","2","Público","Jurídica","POSADAS","MISIONES","No aplica","2000","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2011-09-30",1288,"MORENO Nº 5","Buenos Aires","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","967","ATEGO 1725 S","1","Privado","Jurídica","PASO DEL REY","BUENOS AIRES","No aplica","2010","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2017-08-11",5003,"CURUZÚ CUATIÁ","Corrientes","Nacional","2016","92","OMNIBUS","29","MERCEDES BENZ","FM","BMO 384 VERSION 1519 52 CM","2","Público","Jurídica","CURUZU CUATIA","CORRIENTES","No aplica","2009","No aplica",100,"18",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","2020-09-23",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Importado","2020","92","TRACTOR C/CABINA DORMITORIO","137","VOLVO","802","FH 500 6X2T","1","Privado","Jurídica","HURLINGHAM","BUENOS AIRES","No aplica","1991","No aplica",100,"06",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-17","2017-06-13",7013,"TRELEW Nº 3","Chubut","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B45","AXOR 2036S","1","Privado","Jurídica","TRELEW","CHUBUT","No aplica","2012","No aplica",100,"26",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2017-07-21",1230,"ESCOBAR Nº 2","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","566","17.280 LR","1","Privado","Física","BELEN DE ESCOBAR","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2020-09-22",1212,"BAHIA BLANCA Nº 5","Buenos Aires","Importado","2020","92","TRACTOR C/CABINA DORMITORIO","137","VOLVO","691","VM 330 4X2 T","1","Privado","Jurídica","BAHÍA BLANCA","BUENOS AIRES","No aplica","1987","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2018-09-18",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","576","19.360 HR","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2015-01-19",2048,"CAPITAL FEDERAL Nº 048","Ciudad Autónoma de Bs.As.","Protocolo 21","2015","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","384","19.320 E","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1982","No aplica",100,"02",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","2011-01-12",8019,"GUALEGUAYCHU Nº 2","Entre Ríos","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","137","VOLVO","539","FM 370 6X2 T","1","Privado","Jurídica","GUALEGUAYCHU","ENTRE RIOS","No aplica","2006","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2016-03-16",14011,"PUERTO IGUAZU","Misiones","Protocolo 21","2015","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","449","G410 A4X2","1","Privado","Física","BERNARDO DE IRIGOYEN","MISIONES","No identificado","1990","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2017-07-04",4031,"SANTA ROSA DEL RIO 1","Córdoba","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","450","G310 A4X2","1","Privado","Física","VILLA SANTA ROSA","CORDOBA","Masculino","1982","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","2015-02-24",13033,"MAIPÚ Nº 3","Mendoza","Protocolo 21","2015","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","384","19.320 E","1","Privado","Jurídica","COQUIMBITO","MENDOZA","No aplica","1988","No aplica",100,"50",""
